Title,Media URL,Pinterest board,Miniaturansicht,Beschreibung,Link,Publish date,Keywords
Altes Land – Almakertészetek - Alsó-Szászország | Plizio Visual Lab,https://plizio.com/geo-images/agri-altes-land-aepfel.webp,Plizio HU - Nemetorszag,,A Hamburghoz délnyugatra fekvő Altes Land az Alpoktól északra lévő legnagyobb összefüggő gyümölcstermesztési terület. Minden tavasszal az almafák virágzásakor…,https://plizio.com/hu/nemetorszag/also-szaszorszag/altes-land-almakerteszetek/,,
Cochemi birodalmi vár - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/burg-cochem.webp,Plizio HU - Nemetorszag,,"Fenséges vár a Mosel feletti dombon, a régió egyik legfontosabb jelképe.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/cochemi-birodalmi-var/,,
Eltz vára - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/burg-eltz.webp,Plizio HU - Nemetorszag,,"Németország egyik legjobb állapotban fennmaradt középkori vára, amely sosem pusztult el.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/eltz-vara/,,
Felső-Rajna-síkság - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/relief-rheintal.webp,Plizio HU - Nemetorszag,,A Rajna-völgy a Fekete-erdő és a franciaországi Vogézek között Németország egyik legtermékenyebb és legmelegebb tája. A Rajna itt széles folyamként folyik.,https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/felso-rajna-siksag/,,
Hambacher Schloss - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/hist-hambach.webp,Plizio HU - Nemetorszag,,"A Hambachi kastély Neustadt an der Weinstraße közelében 1832-ben a Hambachi Ünnep helyszíne volt, amely a német előforradalmi kor legnagyobb politikai demonstr…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/hambacher-schloss/,,
Katz vára - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/burg-katz.webp,Plizio HU - Nemetorszag,,"Impozáns vár St. Goarshausen felett, kilátással a Loreley-sziklára.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/katz-vara/,,
Loreley – Rajnai szőlőskertek - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/agri-loreley-wein.webp,Plizio HU - Nemetorszag,,"A Loreley egy feltűnő, meredek palaszikla a Közép-Rajna völgyében, amely az UNESCO világörökség része. A hely világhírűvé vált a Loreley sellő legendája révén,…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/loreley-rajnai-szoloskertek/,,
Ludwigshafen (BASF – vegyipar) - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/industry-ludwigshafen.webp,Plizio HU - Nemetorszag,,"Ludwigshafenban található a világ legnagyobb összefüggő vegyipari helyszíne: a BASF-gyár. 10 km²-en több ezer vegyi terméket állítanak elő, amelyeket a világ m…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/ludwigshafen-basf-vegyipar/,,
Mainz - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/city-mainz.webp,Plizio HU - Nemetorszag,,"Mainz Rajna-vidék-Pfalz tartomány fővárosa, amely több mint 2000 éves, a rómaiakig visszanyúló történelemmel büszkélkedhet. A Rajna-parti város Johannes Gutenb…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/mainz/,,
Marksburg vára - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/marksburg.webp,Plizio HU - Nemetorszag,,"A Közép-Rajna egyetlen sosem pusztult hegyi vára, az UNESCO Világörökség része.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/marksburg-vara/,,
Nürburgring - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/nuerburgring.webp,Plizio HU - Nemetorszag,,"Világhírű versenypálya az Eifel-hegységben, 'Zöld Pokol' néven is ismert.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/nuerburgring/,,
Porta Nigra - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/landmark-porta-nigra.webp,Plizio HU - Nemetorszag,,"A Porta Nigra az Alpoktól északra legjobban megőrzött római városkapu, és Trierben található. A 2. századi épület a római városépítészet lenyűgöző emlékei közé…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/porta-nigra/,,
Rheinstein vára - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/burg-rheinstein.webp,Plizio HU - Nemetorszag,,"Festői lovagvár a Közép-Rajnánál, a rajnai romantika egyik megtestesítője.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/rheinstein-vara/,,
Speyerer Dom - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/hist-speyer.webp,Plizio HU - Nemetorszag,,"A Speyeri Dóm a világ legnagyobb fennmaradt román stílusú temploma, amelyet II. Konrád császár alatt 1030 és 1061 között építettek. A száliai dinasztia császár…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/speyerer-dom/,,
Speyeri dóm - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/hist-speyer.webp,Plizio HU - Nemetorszag,,"A Speyeri Dóm Németország legjelentősebb román stílusú katedrálisa és az egyik legnagyobb katedrális a világon, amelyet 1030 és 1061 között építettek. Több ném…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/speyeri-dom/,,
Stolzenfels kastély - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-stolzenfels.webp,Plizio HU - Nemetorszag,,"A porosz rajnai romantika gyöngyszeme, nyári rezidenciaként épült Koblenz közelében.",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/stolzenfels-kastely/,,
Trier - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/city-trier.webp,Plizio HU - Nemetorszag,,"A Rajna-vidék-Pfalz tartományban található Trier Németország büszke legrégebbi városa, amelyet a rómaiak alapítottak Kr.e. 16 körül. Az ókorban az 'Augusta Tre…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/trier/,,
Wormsi Dóm – Szent Péter-katedrális - Rajna-vidék-Pfalz | Plizio Visual Lab,https://plizio.com/geo-images/hist-worms-dom.webp,Plizio HU - Nemetorszag,,"A Wormsi Dóm, a Szent Péter-katedrális Németország egyik legjelentősebb román stílusú székesegyháza, amelyet 1130 és 1181 között építettek. Wormsban rendezték…",https://plizio.com/hu/nemetorszag/rajna-videk-pfalz/wormsi-dom-szent-peter-katedralis/,,
Saarbrücken - Saar-vidék | Plizio Visual Lab,https://plizio.com/geo-images/city-saarbruecken.webp,Plizio HU - Nemetorszag,,"Saarbrücken a Saar-vidék tartományi fővárosa, amely közvetlenül a francia határon fekszik. A város ötvözi a francia hangulatot a bányászat és a nehézipar által…",https://plizio.com/hu/nemetorszag/saar-videk/saarbruecken/,,
Völklingeni vaskohó - Saar-vidék | Plizio Visual Lab,https://plizio.com/geo-images/landmark-voelklinger-huette.webp,Plizio HU - Nemetorszag,,"A Völklingeni vaskohó egy egykori vasmű a saarvidéki Völklingenben, amely az egyetlen teljesen megőrzött vasipari létesítmény a 19-20. századi iparosítás fényk…",https://plizio.com/hu/nemetorszag/saar-videk/voelklingeni-vaskoho/,,
Fehmarn - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/island-fehmarn.webp,Plizio HU - Nemetorszag,,"Fehmarn egy Balti-tengeri sziget Schleswig-Holsteinban, amelyet a Fehmarnsund-hídon keresztül köt össze a szárazfölddel. A napos sziget kedvelt üdülőhely, és a…",https://plizio.com/hu/nemetorszag/schleswig-holstein/fehmarn/,,
Hansa-Park - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/germany/hansa-park.webp,Plizio HU - Nemetorszag,,"Németország egyetlen közvetlenül a tengerparton, a Balti-tengernél fekvő élményparkja.",https://plizio.com/hu/nemetorszag/schleswig-holstein/hansa-park/,,
Helgoland - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/island-helgoland.webp,Plizio HU - Nemetorszag,,"Helgoland Németország egyetlen mélytengeri szigete az Északi-tengerben, a szárazföldtől messze. A sziget történelmileg stratégiailag fontos volt, több ország r…",https://plizio.com/hu/nemetorszag/schleswig-holstein/helgoland/,,
Lübeck - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/hist-luebeck.webp,Plizio HU - Nemetorszag,,"Lübeck a középkorban a Hanzaszövetség királynője volt, és vezető városa az Észak- és Balti-tenger vidékének kereskedelmét irányító hatalmas városszövetségnek.…",https://plizio.com/hu/nemetorszag/schleswig-holstein/historical-luebeck/,,
Kiel - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/city-kiel.webp,Plizio HU - Nemetorszag,,Kiel Schleswig-Holstein tartomány fővárosa és egy jelentős balti-tengeri kikötőváros. Tengerészeti DNS-e az egész városképet meghatározza: Kiel az Északi-tenge…,https://plizio.com/hu/nemetorszag/schleswig-holstein/kiel/,,
Kiel – kompkikötő - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/port-kiel.webp,Plizio HU - Nemetorszag,,Kiel Schleswig-Holstein tartomány fővárosa és Németország legfontosabb kompkikötője Skandinávia irányában. Évente megrendezik itt a világhírű Kieler Woche vito…,https://plizio.com/hu/nemetorszag/schleswig-holstein/kiel-kompkikoeto/,,
Lübeck - Schleswig-Holstein (Schleswig Holstein) | Plizio Visual Lab,https://plizio.com/geo-images/city-luebeck.webp,Plizio HU - Nemetorszag,,"Lübecket, amelyet gyakran a 'Hanza Királynőjének' is neveznek, egy történelmi kikötőváros Schleswig-Holsteinben. Középkori óvárosa egy, a Trave folyó által kör…",https://plizio.com/hu/nemetorszag/schleswig-holstein/luebeck/,,
Skagerraki csata – Laboe-i haditengerészeti emlékmű - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/hist-skagerrakschlacht.webp,Plizio HU - Nemetorszag,,"A skagerraki csata 1916. május 31-től június 1-jéig az első világháború legnagyobb tengeri ütközete volt, amelyben a német nyílt tengeri flotta és a brit Grand…",https://plizio.com/hu/nemetorszag/schleswig-holstein/skagerraki-csata-laboe-i-haditengereszeti-emlekmu/,,
Sylt - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/island-sylt.webp,Plizio HU - Nemetorszag,,"Sylt a legnagyobb észak-fríz sziget, és vágyott északi-tengeri úti célként milliókat vonz. A sziget nyugati oldalán zúgó hullámzás és kilométeres strandok talá…",https://plizio.com/hu/nemetorszag/schleswig-holstein/sylt/,,
Watt-tenger – Fókák - Schleswig-Holstein | Plizio Visual Lab,https://plizio.com/geo-images/animal-wattenmeer-seehunde.webp,Plizio HU - Nemetorszag,,"Az északi-tengeri partvidéken fekvő Watt-tenger egyedülálló, rendkívül dinamikus természeti táj, amelyet naponta kétszer alakít az árapály. A világ legnagyobb…",https://plizio.com/hu/nemetorszag/schleswig-holstein/watt-tenger-fokak/,,
Brocken - Szász-Anhalt | Plizio Visual Lab,https://plizio.com/geo-images/mnt-brocken.webp,Plizio HU - Nemetorszag,,A Brocken 1141 méteres magasságával a Harz hegység és egész Észak-Németország legmagasabb csúcsa. A Szász-Anhaltban található hegy rendkívül zord éghajlata mia…,https://plizio.com/hu/nemetorszag/szasz-anhalt/brocken/,,
Harz - Szász-Anhalt | Plizio Visual Lab,https://plizio.com/geo-images/forest-harz.webp,Plizio HU - Nemetorszag,,"A Harz-hegység Németország legészakibb középhegysége, egy mítoszokkal, mély erdőkkel és meredek sziklákkal teli hely. A régió három tartományon ível át, és évs…",https://plizio.com/hu/nemetorszag/szasz-anhalt/harz/,,
Magdeburg - Szász-Anhalt | Plizio Visual Lab,https://plizio.com/geo-images/city-magdeburg.webp,Plizio HU - Nemetorszag,,"Magdeburg, Szász-Anhalt fővárosa több mint 1200 éves fordulatokban gazdag történelemre tekint vissza. Egykor a Német-római Birodalom egyik legjelentősebb metro…",https://plizio.com/hu/nemetorszag/szasz-anhalt/magdeburg/,,
Quedlinburg – Stiftskirche - Szász-Anhalt | Plizio Visual Lab,https://plizio.com/geo-images/hist-quedlinburg.webp,Plizio HU - Nemetorszag,,"Quedlinburg, a Harz-hegység északi peremén, Szász-Anhaltban található, igazi építészeti kincstár. A város nyolc évszázad több mint 2000 gondosan felújított fav…",https://plizio.com/hu/nemetorszag/szasz-anhalt/quedlinburg-stiftskirche/,,
Teufelsmauer - Szász-Anhalt | Plizio Visual Lab,https://plizio.com/geo-images/germany/teufelsmauer.webp,Plizio HU - Nemetorszag,,Különös homokkő sziklaformáció az északi Harz-előhegységben.,https://plizio.com/hu/nemetorszag/szasz-anhalt/teufelsmauer/,,
Wittenbergi vártemplom - Szász-Anhalt | Plizio Visual Lab,https://plizio.com/geo-images/hist-wittenberg-schlosskirche.webp,Plizio HU - Nemetorszag,,"A wittenbergi vártemplom az a hely, ahol Luther Márton 1517. október 31-én – a hagyomány szerint – kiszögezte 95 tételét, amelyek kiváltották a reformációt. Az…",https://plizio.com/hu/nemetorszag/szasz-anhalt/wittenbergi-vartemplom/,,
Bastei és Szász-Svájc - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/germany/mnt-bastei.webp,Plizio HU - Nemetorszag,,Látványos homokkő-sziklák az Elbai-homokkőhegységben a híres Bastei-híddal.,https://plizio.com/hu/nemetorszag/szaszorszag/bastei-es-szasz-svajc/,,
BELANTIS – Das AbenteuerReich - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/germany/belantis.webp,Plizio HU - Nemetorszag,,Kelet-Németország legnagyobb vidámparkja Lipcsétől délre.,https://plizio.com/hu/nemetorszag/szaszorszag/belantis-das-abenteuerreich/,,
Dresden - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/city-dresden.webp,Plizio HU - Nemetorszag,,"Drezda, Szászország fővárosa pompás barokk építészete és az Elba-völgyi elhelyezkedése miatt gyakran kapja az „Elba Firenzéje” nevet. A város 1945 februárjában…",https://plizio.com/hu/nemetorszag/szaszorszag/dresden/,,
Drezdai Frauenkirche - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/germany/frauenkirche-dresden.webp,Plizio HU - Nemetorszag,,"Barokk evangélikus templom, Drezda egyik legfontosabb jelképe.",https://plizio.com/hu/nemetorszag/szaszorszag/drezdai-frauenkirche/,,
Fichtelberg - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/mnt-fichtelberg.webp,Plizio HU - Nemetorszag,,"Az érchegységi Fichtelberg Szászország tartomány legmagasabb hegye, és a régió fontos szimbóluma. A Csehország határán fekvő környező Érchegység történelmileg…",https://plizio.com/hu/nemetorszag/szaszorszag/fichtelberg/,,
Leipzig - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/city-leipzig.webp,Plizio HU - Nemetorszag,,"Lipcse Szászország legnépesebb városa, a kereskedelem és a kultúra fontos történelmi központja. Gyakran nevezik a zene városának, mivel Johann Sebastian Bach h…",https://plizio.com/hu/nemetorszag/szaszorszag/leipzig/,,
Lipcse – könyv & autó - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/industry-leipzig.webp,Plizio HU - Nemetorszag,,"Lipcse hagyományosan könyvváros Németország legrégebbi könyvvásárával. Ma a BMW és a Porsche is megtelepedett itt, modern ipari helyszínné téve a várost.",https://plizio.com/hu/nemetorszag/szaszorszag/lipcse-koenyv-and-auto/,,
Lipcsei Állatkert - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/zoo-leipzig.webp,Plizio HU - Nemetorszag,,"A Lipcsei Állatkert Európa egyik legmodernebb állatkertje, és a hatalmas trópusi Gondwanaland csarnokáról ismert, ahol gorillák, elefántok és vízilovak együtt…",https://plizio.com/hu/nemetorszag/szaszorszag/lipcsei-allatkert/,,
Lipcsei hétfői tüntetések - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/city-leipzig.webp,Plizio HU - Nemetorszag,,"A lipcsei hétfői tüntetések az NDK-rezsim ellen rendezett heti tiltakozások voltak 1989 őszén, amelyek a Békés Forradalomhoz és a Berlini fal leomlásához vezet…",https://plizio.com/hu/nemetorszag/szaszorszag/lipcsei-hetfoi-tuentetesek/,,
Népek csatájának emlékműve - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/germany/voelkerschlachtdenkmal.webp,Plizio HU - Nemetorszag,,"Európa egyik legnagyobb emlékműve, a Napóleon felett Lipcsénél aratott győzelem emlékére emelték.",https://plizio.com/hu/nemetorszag/szaszorszag/nepek-csatajanak-emlekmuve/,,
Zwinger - Szászország | Plizio Visual Lab,https://plizio.com/geo-images/city-dresden.webp,Plizio HU - Nemetorszag,,"A Drezdai Zwinger egy barokk kastélyegyüttes Drezdában, amelyet Erős Ágost a 18. század elején építtetett. A Zwinger ma számos jelentős múzeumnak ad otthont, k…",https://plizio.com/hu/nemetorszag/szaszorszag/zwinger/,,
Erfurt - Türingia | Plizio Visual Lab,https://plizio.com/geo-images/city-erfurt.webp,Plizio HU - Nemetorszag,,"Erfurt, Türingia idilli fővárosa Németország egyik legjobban megőrzött középkori városmagjával büszkélkedhet. A város leghíresebb látványossága a Krämerbrücke,…",https://plizio.com/hu/nemetorszag/turingia/erfurt/,,
Wartburg - Türingia | Plizio Visual Lab,https://plizio.com/geo-images/landmark-wartburg.webp,Plizio HU - Nemetorszag,,"Az eisenachi Wartburg Thüringiában Németország egyik legjelentősebb középkori vára, ahol Luther Márton 1521–22-ben az Újszövetséget németre fordította. Az erőd…",https://plizio.com/hu/nemetorszag/turingia/historical-wartburg/,,
